lat	lon	ele
45.538272	6.459695	833.2
45.538222	6.459679	834.2
45.538139	6.459648	834.2
45.538111	6.459655	835.2
45.538065	6.459651	835.2
45.538006	6.459653	836.2
45.537974	6.459648	836.2
45.537948	6.459658	837.2
45.53789	6.459659	837.2
45.537839	6.459658	838.4
45.537757	6.459644	838.4
45.537695	6.45963	839.4
45.53764	6.45962	839.4
45.537589	6.459617	840.4
45.537503	6.459601	840.4
45.537458	6.459603	840.4
45.537407	6.459614	841.8
45.537363	6.45962	841.8
45.537293	6.459639	841.8
45.537262	6.459667	843.2
45.537241	6.459687	843.2
45.537203	6.459748	844.2
45.537189	6.459843	844.2
45.53717	6.459907	845.2
45.537122	6.459944	845.2
45.537078	6.460002	846.2
45.537047	6.460017	846.2
45.537005	6.460043	847.2
45.536971	6.460057	847.2
45.536935	6.460122	848.4
45.536906	6.460163	848.4
45.536882	6.460218	849.4
45.536865	6.460261	849.4
45.536837	6.460299	850.4
45.536778	6.460383	850.4
45.536757	6.460428	851.4
45.536719	6.460495	851.4
45.536691	6.460539	851.4
45.53661	6.460614	852.8
45.536578	6.460649	852.8
45.536539	6.460685	853.8
45.536499	6.460726	853.8
45.536431	6.460775	854.8
45.536385	6.460811	854.8
45.536335	6.460852	856
45.536232	6.460939	856
45.536175	6.460984	857
45.53613	6.461028	857
45.536098	6.461086	858.2
45.53606	6.461135	858.2
45.536003	6.461219	859.2
45.535966	6.461259	859.2
45.535935	6.461299	860.2
45.535903	6.46134	860.2
45.535833	6.461423	861.2
45.535798	6.461466	861.2
45.535764	6.461505	862.4
45.535732	6.461548	862.4
45.535673	6.461612	862.4
45.53563	6.46166	863.8
45.535593	6.461699	863.8
45.535547	6.461738	863.8
45.535464	6.461795	865
45.535422	6.461821	865
45.535385	6.461826	865
45.535312	6.461855	866.2
45.535271	6.461883	866.2
45.535231	6.461892	866.2
45.535195	6.461904	867.6
45.535105	6.461962	867.6
45.535056	6.461988	867.6
45.535009	6.462021	868.8
45.534976	6.462023	868.8
45.534888	6.462054	868.8
45.534867	6.462073	870.2
45.534833	6.462089	870.2
45.5348	6.462104	870.2
45.534761	6.462118	871.2
45.534673	6.462124	871.2
45.534634	6.462121	871.2
45.534597	6.462115	872.4
45.534569	6.462115	872.4
45.534484	6.462113	872.4
45.534432	6.462107	873.4
45.534394	6.462098	873.4
45.534259	6.462088	873.4
45.534212	6.462099	874.6
45.534174	6.462123	874.6
45.534144	6.462156	874.6
45.534071	6.462227	875.6
45.534029	6.462267	875.6
45.534001	6.462313	875.6
45.533964	6.462358	876.6
45.533943	6.46241	876.6
45.533893	6.46252	876.6
45.533875	6.462578	877.8
45.533865	6.462633	877.8
45.533847	6.462741	877.8
45.533798	6.462788	879
45.533734	6.462824	879
45.533681	6.462857	879
45.533594	6.462898	880.2
45.533558	6.462913	880.2
45.533518	6.46292	880.2
45.533471	6.462928	881.6
45.533373	6.462934	881.6
45.533331	6.462938	881.6
45.533287	6.462946	882.8
45.533242	6.462962	882.8
45.5332	6.462974	882.8
45.533122	6.462977	884.2
45.533061	6.462977	884.2
45.533001	6.462975	884.2
45.532933	6.46297	885.4
45.532803	6.462974	885.4
45.532745	6.462983	885.4
45.532688	6.462995	886.6
45.53259	6.463023	886.6
45.532541	6.463044	886.6
45.532509	6.46307	888
45.532471	6.463086	888
45.532433	6.463104	888
45.532348	6.463125	889.2
45.532302	6.463134	889.2
45.532257	6.463137	889.2
45.532205	6.463142	890.2
45.532088	6.463169	890.2
45.532028	6.463185	890.2
45.531968	6.463196	891.2
45.531913	6.463212	891.2
45.531808	6.46326	891.2
45.531761	6.46329	892.2
45.531714	6.463316	892.2
45.531665	6.463341	892.2
45.531569	6.463387	893.2
45.531517	6.463412	893.2
45.531474	6.463423	893.2
45.531424	6.463432	894.4
45.531329	6.463458	894.4
45.531282	6.463466	894.4
45.531233	6.463473	895.6
45.531187	6.463482	895.6
45.53111	6.463474	895.6
45.531071	6.463474	896.8
45.531029	6.463499	896.8
45.53098	6.463515	896.8
45.530871	6.463544	898.2
45.530815	6.463547	898.2
45.530761	6.463557	898.2
45.530704	6.463561	899.4
45.530587	6.46358	899.4
45.530534	6.463563	899.4
45.530488	6.463549	900.8
45.530388	6.463525	900.8
45.530325	6.463535	900.8
45.53027	6.463551	902.2
45.530228	6.463589	902.2
45.530177	6.463616	902.2
45.5301	6.463657	903.6
45.530064	6.463668	903.6
45.530021	6.463654	903.6
45.52999	6.463618	905
45.529916	6.463593	905
45.529877	6.463561	905
45.529826	6.463556	906.4
45.529784	6.463542	906.4
45.5297	6.46352	906.4
45.529661	6.463493	907.6
45.529622	6.463472	907.6
45.529581	6.463447	907.6
45.529518	6.4634	908.8
45.529478	6.463378	908.8
45.529436	6.463361	908.8
45.529399	6.46334	910.2
45.529321	6.463301	910.2
45.529278	6.463269	910.2
45.529236	6.46324	911.6
45.529142	6.463201	911.6
45.529101	6.463189	911.6
45.529055	6.463168	912.6
45.529001	6.463149	912.6
45.528955	6.46312	912.6
45.528912	6.463081	912.6
45.528818	6.463009	914
45.528764	6.462972	914
45.528718	6.462932	914
45.528641	6.462846	914
45.528596	6.462796	915.2
45.528545	6.462751	915.2
45.528469	6.462653	915.2
45.528444	6.462608	915.2
45.528401	6.462556	916.4
45.528349	6.462508	916.4
45.528307	6.462451	916.4
45.528238	6.462333	917.4
45.5282	6.462267	917.4
45.528166	6.462204	917.4
45.528094	6.462078	918.4
45.528044	6.462021	918.4
45.527999	6.461964	918.4
45.527963	6.461904	919.6
45.527896	6.461791	919.6
45.527853	6.461735	919.6
45.527804	6.461674	919.6
45.527768	6.461621	920.8
45.527731	6.461568	920.8
45.527651	6.461455	920.8
45.527616	6.461406	920.8
45.52759	6.461356	922
45.527512	6.461272	922
45.527468	6.461217	922
45.527432	6.461181	923.2
45.527397	6.461144	923.2
45.52732	6.46108	923.2
45.527279	6.461053	924.4
45.527241	6.461025	924.4
45.527196	6.461	924.4
45.527106	6.460944	924.4
45.527063	6.460919	925.6
45.527022	6.460892	925.6
45.526992	6.460865	925.6
45.526919	6.460821	925.6
45.526888	6.460804	926.8
45.526845	6.460788	926.8
45.526805	6.460791	926.8
45.526705	6.460791	927.8
45.526668	6.460783	927.8
45.526635	6.460773	927.8
45.526604	6.460762	928.8
45.526565	6.460756	928.8
45.52645	6.460751	928.8
45.526391	6.46075	930
45.526332	6.46076	930
45.526219	6.460768	930
45.526166	6.460772	931
45.526112	6.460772	931
45.526065	6.460762	931
45.525958	6.460774	932.2
45.525912	6.46078	932.2
45.525866	6.460779	932.2
45.525816	6.460774	933.4
45.525718	6.460762	933.4
45.525677	6.460758	933.4
45.525642	6.460769	934.6
45.525596	6.460765	934.6
45.525502	6.460772	934.6
45.525459	6.460771	935.6
45.525417	6.46078	935.6
45.525362	6.460786	935.6
45.525301	6.460787	936.8
45.525213	6.460781	936.8
45.525172	6.460774	936.8
45.525124	6.460772	938.2
45.525084	6.460763	938.2
45.525002	6.460761	938.2
45.524952	6.460755	939.6
45.524906	6.460746	939.6
45.524857	6.460736	939.6
45.524766	6.460711	941
45.524722	6.460701	941
45.52466	6.460684	941
45.524598	6.460671	942.4
45.524512	6.460628	942.4
45.524456	6.460602	943.6
45.524411	6.460584	943.6
45.524305	6.460515	944.6
45.524258	6.460493	944.6
45.524211	6.460465	945.8
45.524168	6.460434	945.8
45.524078	6.46037	947
45.524028	6.46035	947
45.523987	6.460322	948.4
45.523946	6.460277	948.4
45.52391	6.46024	949.6
45.523837	6.460151	949.6
45.52379	6.460137	950.8
45.523762	6.460087	950.8
45.523733	6.460055	952.2
45.523679	6.459947	952.2
45.523657	6.459896	953.4
45.52363	6.459841	953.4
45.523565	6.459745	954.4
45.523535	6.4597	954.4
45.5235	6.459658	955.6
45.523464	6.45962	955.6
45.523419	6.459558	956.6
45.523401	6.459527	956.6
45.523362	6.459494	957.8
45.523326	6.459468	957.8
45.523295	6.459446	959
45.523221	6.4594	959
45.523187	6.459376	960
45.523147	6.459351	960
45.523076	6.459299	960
45.523044	6.459273	961.4
45.523009	6.459245	961.4
45.522977	6.459211	961.4
45.522948	6.45919	962.8
45.522915	6.459135	962.8
45.522881	6.459108	962.8
45.52285	6.459085	964.2
45.522811	6.45906	964.2
45.522772	6.459037	964.2
45.522698	6.458983	965.6
45.522666	6.458953	965.6
45.522613	6.458895	965.6
45.522575	6.458856	966.8
45.522541	6.45882	966.8
45.522508	6.458782	966.8
45.522478	6.458744	968.2
45.522417	6.458665	968.2
45.522385	6.458633	968.2
45.522349	6.458604	969.8
45.522292	6.458538	969.8
45.522264	6.458505	970.8
45.522234	6.458473	970.8
45.522201	6.458445	970.8
45.522163	6.458425	972.2
45.522095	6.458372	972.2
45.522046	6.458347	972.2
45.522	6.458339	973.4
45.52192	6.458298	973.4
45.521888	6.458262	973.4
45.521855	6.458226	974.8
45.521825	6.458189	974.8
45.521766	6.458103	974.8
45.521738	6.458058	976.2
45.521722	6.458016	976.2
45.521699	6.457979	976.2
45.521666	6.457938	977.4
45.5216	6.457856	977.4
45.521564	6.457821	977.4
45.521535	6.457786	978.6
45.521512	6.457742	978.6
45.521433	6.457664	978.6
45.521416	6.457626	980
45.521389	6.45759	980
45.52132	6.457522	980
45.521288	6.457488	981.4
45.521255	6.457457	981.4
45.521223	6.457423	981.4
45.521159	6.457368	982.8
45.521134	6.45734	982.8
45.5211	6.457311	982.8
45.521064	6.457278	984.2
45.520997	6.457217	984.2
45.520956	6.457186	984.2
45.520923	6.457156	985.4
45.520888	6.457131	985.4
45.520852	6.457108	985.4
45.520783	6.457059	986.8
45.520746	6.457038	986.8
45.520711	6.457013	986.8
45.52063	6.456969	988.2
45.520591	6.456955	988.2
45.520557	6.456937	988.2
45.520514	6.456923	989.4
45.520437	6.456896	989.4
45.520401	6.456887	989.4
45.520363	6.456862	990.4
45.520337	6.456816	990.4
45.520323	6.45676	990.4
45.520336	6.456711	991.6
45.520389	6.456677	991.6
45.520419	6.456682	991.6
45.520502	6.45674	992.8
45.520544	6.456772	992.8
45.520592	6.456801	992.8
45.520635	6.456832	992.8
45.520679	6.456856	994.2
45.52077	6.456899	994.2
45.520815	6.456914	994.2
45.520862	6.456926	994.2
45.520959	6.456965	995.4
45.521001	6.456989	995.4
45.521047	6.457012	995.4
45.521091	6.457033	995.4
45.521127	6.457046	996.8
45.52121	6.457083	996.8
45.521252	6.457102	996.8
45.521293	6.457124	997.8
45.521336	6.457147	997.8
45.521382	6.457169	997.8
45.521467	6.457217	998.8
45.52151	6.457246	998.8
45.52155	6.457276	998.8
45.521629	6.45733	1000
45.521666	6.457357	1000
45.521708	6.457386	1000
45.521749	6.45742	1001.2
45.521828	6.457483	1001.2
45.521869	6.457517	1001.2
45.521906	6.457548	1002.4
45.521984	6.457607	1002.4
45.522024	6.457633	1002.4
45.522063	6.457659	1003.6
45.522103	6.457686	1003.6
45.522178	6.457736	1003.6
45.522218	6.457759	1005
45.522257	6.457783	1005
45.522294	6.45781	1005
45.522331	6.457842	1006.2
45.522402	6.457918	1006.2
45.522433	6.457959	1006.2
45.522465	6.458007	1007.4
45.522496	6.458053	1007.4
45.522552	6.458149	1007.4
45.522578	6.458195	1008.8
45.522608	6.458246	1008.8
45.522663	6.458332	1008.8
45.522694	6.458367	1009.8
45.522731	6.458387	1009.8
45.522767	6.458378	1009.8
45.522795	6.458341	1011
45.522799	6.458252	1011
45.522785	6.458228	1011
45.522754	6.458193	1012.2
45.522699	6.458128	1012.2
45.522678	6.458082	1012.2
45.52265	6.458034	1013.4
45.52262	6.457993	1013.4
45.522562	6.457897	1013.4
45.52253	6.45785	1014.4
45.522501	6.457812	1014.4
45.522472	6.45777	1014.4
45.522446	6.457733	1015.8
45.522385	6.457655	1015.8
45.522349	6.457621	1015.8
45.522315	6.457587	1017
45.522251	6.45752	1017
45.522223	6.457485	1017
45.522203	6.457453	1018.4
45.522172	6.457422	1018.4
45.522109	6.45736	1018.4
45.522074	6.457331	1019.6
45.522041	6.4573	1019.6
45.522011	6.457267	1019.6
45.521954	6.457188	1021
45.521928	6.457151	1021
45.5219	6.457111	1021
45.521875	6.457073	1022.2
45.521824	6.457002	1022.2
45.521793	6.456964	1022.2
45.521767	6.456922	1023.6
45.521741	6.456882	1023.6
45.521716	6.456841	1023.6
45.521664	6.456764	1024.8
45.521638	6.456732	1024.8
45.521608	6.456699	1024.8
45.52155	6.456629	1026
45.521523	6.456594	1026
45.521494	6.456553	1026
45.521463	6.456513	1027.4
45.521385	6.456449	1027.4
45.521351	6.456412	1027.4
45.521319	6.456387	1028.6
45.52129	6.456349	1028.6
45.52123	6.456272	1028.6
45.521201	6.456236	1029.8
45.521174	6.456202	1029.8
45.521146	6.456165	1029.8
45.521095	6.456101	1031
45.521068	6.456073	1031
45.521039	6.456038	1031
45.521014	6.456007	1032.2
45.520958	6.455943	1032.2
45.520927	6.455918	1032.2
45.520896	6.455896	1033.4
45.520865	6.455877	1033.4
45.520803	6.455834	1033.4
45.520774	6.455808	1034.4
45.520745	6.455781	1034.4
45.520718	6.455758	1034.4
45.520691	6.455736	1035.8
45.520631	6.455691	1035.8
45.520596	6.455664	1035.8
45.520566	6.455632	1037
45.52051	6.455574	1037
45.520482	6.455538	1037
45.520459	6.455511	1038.4
45.520433	6.455487	1038.4
45.520369	6.455436	1038.4
45.520341	6.455409	1039.8
45.520308	6.455376	1039.8
45.520282	6.455346	1039.8
45.520232	6.455282	1041
45.520209	6.455247	1041
45.520186	6.45521	1041
45.520164	6.455173	1042.2
45.520135	6.455088	1042.2
45.520123	6.455048	1042.2
45.520108	6.455006	1043.4
45.520086	6.454955	1043.4
45.520056	6.454852	1043.4
45.520039	6.454807	1044.6
45.520021	6.454758	1044.6
45.520002	6.454712	1044.6
45.519959	6.454609	1045.8
45.519942	6.454561	1045.8
45.519921	6.454509	1045.8
45.519903	6.454465	1047.2
45.519863	6.454367	1047.2
45.519846	6.45432	1047.2
45.519819	6.454264	1048.4
45.519812	6.454226	1048.4
45.519783	6.454085	1048.4
45.519758	6.453999	1048.4
45.519726	6.45392	1049.4
45.519717	6.453836	1049.4
45.519706	6.453664	1049.4
45.519693	6.453557	1049.4
45.519678	6.453446	1049.4
45.519671	6.453342	1049.4
45.519657	6.453232	1049.4
45.519596	6.453038	1049.4
45.519519	6.452961	1049.4
45.519444	6.452934	1048.4
45.51932	6.453009	1048.4
45.519281	6.453082	1048.4
45.519268	6.453154	1048.4
45.519256	6.453225	1048.4
45.519246	6.453294	1048.4
45.519225	6.45344	1048.4
45.519211	6.45351	1048.4
45.519202	6.453575	1048.4
45.519189	6.453641	1048.4
45.519131	6.453738	1048.4
45.519095	6.453777	1048.4
45.519057	6.453801	1048.4
45.51898	6.453848	1048.4
45.518933	6.453862	1048.4
45.518891	6.453878	1049.4
45.518848	6.453901	1049.4
45.518763	6.453963	1049.4
45.518733	6.453984	1049.4
45.518699	6.454016	1050.8
45.518667	6.454051	1050.8
45.518633	6.454084	1050.8
45.518556	6.454157	1052
45.518517	6.454184	1052
45.518477	6.454209	1052
45.518436	6.454215	1053.2
45.518353	6.454207	1053.2
45.518311	6.454174	1053.2
45.51826	6.454135	1054.6
45.518159	6.454055	1054.6
45.518101	6.454006	1054.6
45.518048	6.453956	1056
45.517995	6.4539	1056
45.51789	6.453771	1056
45.517843	6.45369	1056
45.517799	6.453604	1057.2
45.517761	6.453507	1057.2
45.51771	6.453412	1057.2
45.517646	6.453249	1057.2
45.517582	6.453086	1057.2
45.517545	6.452971	1057.2
45.517484	6.452878	1057.2
45.517323	6.452782	1057.2
45.517242	6.452739	1057.2
45.517166	6.452695	1057.2
45.517099	6.452634	1057.2
45.516975	6.452512	1057.2
45.516911	6.452452	1057.2
45.516844	6.452399	1057.2
45.51677	6.452352	1058.2
45.516626	6.45226	1058.2
45.516556	6.452215	1058.2
45.516481	6.45218	1058.2
45.516412	6.452145	1058.2
45.516274	6.452055	1058.2
45.516204	6.452002	1059.2
45.516134	6.451947	1059.2
45.515998	6.451836	1059.2
45.515935	6.451777	1059.2
45.515868	6.451715	1059.2
45.515802	6.451652	1060.4
45.515675	6.451527	1060.4
45.515612	6.451458	1060.4
45.515551	6.451395	1060.4
45.515489	6.451335	1061.6
45.515427	6.451272	1061.6
45.515314	6.451145	1061.6
45.515262	6.451081	1061.6
45.515209	6.451021	1062.8
45.515098	6.450917	1062.8
45.515045	6.45087	1062.8
45.514985	6.450827	1063.8
45.514933	6.450779	1063.8
45.514822	6.450669	1063.8
45.514767	6.450609	1065
45.514714	6.450553	1065
45.514665	6.450491	1065
45.514618	6.45043	1066.2
45.514524	6.450311	1066.2
45.514475	6.450254	1066.2
45.514427	6.450208	1067.2
45.514325	6.450113	1067.2
45.514274	6.450066	1067.2
45.514229	6.450007	1068.2
45.514182	6.449943	1068.2
45.514089	6.449821	1068.2
45.514035	6.44976	1068.2
45.51399	6.449698	1069.6
45.513947	6.449631	1069.6
45.513903	6.449565	1069.6
45.513816	6.449438	1069.6
45.513765	6.44938	1070.8
45.513728	6.449322	1070.8
45.51364	6.449203	1070.8
45.513593	6.449147	1071.8
45.513552	6.44909	1071.8
45.513494	6.449039	1071.8
45.513444	6.448986	1071.8
45.513355	6.448878	1073
45.51331	6.448821	1073
45.513262	6.448754	1073
45.513191	6.448624	1073
45.51316	6.448552	1074
45.513146	6.448472	1074
45.513142	6.44841	1074
45.513179	6.448273	1075
45.513204	6.448198	1075
45.513217	6.448125	1075
45.513241	6.448047	1076.2
45.513287	6.447884	1076.2
45.51331	6.447799	1076.2
45.513328	6.44772	1077.4
45.513342	6.447635	1077.4
45.513359	6.44755	1077.4
45.513387	6.447369	1078.6
45.513402	6.447282	1078.6
45.513416	6.447195	1078.6
45.51343	6.447111	1079.8
45.513457	6.446945	1079.8
45.513469	6.446866	1079.8
45.513484	6.446789	1081.2
45.513492	6.446711	1081.2
45.513511	6.446554	1081.2
45.513518	6.446475	1082.6
45.513522	6.446396	1082.6
45.513521	6.446237	1083.6
45.513517	6.446158	1083.6
45.513499	6.446081	1084.6
45.513479	6.446004	1084.6
45.513459	6.445926	1084.6
45.513445	6.445775	1086
45.51344	6.445704	1086
45.51344	6.44563	1086
45.513447	6.445564	1087.2
45.513465	6.445439	1087.2
45.513478	6.445377	1087.2
45.51349	6.445313	1088.4
45.513517	6.445193	1088.4
45.513531	6.445135	1088.4
45.51354	6.445077	1089.8
45.513555	6.44502	1089.8
45.513567	6.444976	1089.8
45.513575	6.444929	1091.2
45.513546	6.444891	1091.2
45.513496	6.44484	1091.2
45.513385	6.444764	1092.4
45.513327	6.444752	1092.4
45.513265	6.444756	1092.4
45.513204	6.444766	1093.6
45.513145	6.444781	1093.6
45.513036	6.444824	1093.6
45.512984	6.444841	1093.6
45.512936	6.444857	1095
45.512887	6.44487	1095
45.512804	6.444906	1095
45.512768	6.44493	1096.4
45.512727	6.444956	1096.4
45.512691	6.444984	1096.4
45.512613	6.445036	1097.6
45.512576	6.445064	1097.6
45.512548	6.44509	1097.6
45.512479	6.44514	1099
45.512437	6.445167	1099
45.512397	6.445193	1099
45.512363	6.445217	1100.4
45.512299	6.445266	1100.4
45.512261	6.445291	1100.4
45.512217	6.44532	1101.6
45.512184	6.445348	1101.6
45.512102	6.445418	1101.6
45.512056	6.445462	1103
45.512014	6.445514	1103
45.511965	6.445573	1103
45.511924	6.445623	1104.2
45.511846	6.445716	1104.2
45.51181	6.445758	1104.2
45.511774	6.445799	1105.2
45.511698	6.445872	1105.2
45.511656	6.445908	1105.2
45.511618	6.445946	1105.2
45.511573	6.445984	1106.6
45.511531	6.446019	1106.6
45.511444	6.446071	1106.6
45.511392	6.446094	1106.6
45.511343	6.44612	1107.6
45.511236	6.446182	1107.6
45.511172	6.446215	1107.6
45.511118	6.446251	1107.6
45.511062	6.446291	1107.6
45.51095	6.446373	1107.6
45.510892	6.446413	1108.6
45.510836	6.446455	1108.6
45.510777	6.446493	1108.6
45.510716	6.446532	1108.6
45.510594	6.446604	1108.6
45.510534	6.446632	1108.6
45.510477	6.446662	1108.6
45.510362	6.44672	1108.6
45.510309	6.446743	1108.6
45.510251	6.446768	1109.8
45.510191	6.446793	1109.8
45.510073	6.446832	1109.8
45.510013	6.44684	1109.8
45.509949	6.446843	1109.8
45.509887	6.446834	1109.8
45.509761	6.446802	1109.8
45.509698	6.446792	1109.8
45.509636	6.446768	1110.8
45.509577	6.44674	1110.8
45.509462	6.446665	1110.8
45.509403	6.446629	1110.8
45.509341	6.44659	1110.8
45.509291	6.446548	1110.8
45.509238	6.446506	1110.8
45.509125	6.446429	1112
45.50907	6.446383	1112
45.509012	6.446338	1112
45.508882	6.446232	1112
45.508813	6.44617	1112
45.508738	6.446109	1112
45.50866	6.446058	1112
45.508529	6.445996	1112
45.508397	6.445935	1112
45.508301	6.445888	1112
45.50821	6.445831	1112
45.508065	6.445731	1112
45.50792	6.445632	1112
45.507844	6.445532	1112
45.507758	6.445439	1112
45.50767	6.445344	1112
45.50752	6.445229	1112
45.507369	6.445115	1112
45.507259	6.445076	1110.6
45.507137	6.445039	1110.6
45.506969	6.444966	1109.4
45.5068	6.444894	1109.4
45.506684	6.444874	1108.4
45.506506	6.444869	1108.4
45.506327	6.444864	1107.4
45.506211	6.444838	1107.4
45.506097	6.444806	1107.4
45.505925	6.444755	1106
45.505752	6.444705	1106
45.505644	6.444645	1106
45.505543	6.444565	1105
45.505416	6.444387	1105
45.505289	6.444209	1105
45.505224	6.444068	1103.6
45.505147	6.443939	1103.6
45.50501	6.443781	1102.6
45.504873	6.443623	1102.6
45.504781	6.443515	1101.6
45.504701	6.443402	1101.6
45.504623	6.443288	1101.6
45.504491	6.443165	1100.4
45.504359	6.443042	1100.4
45.504276	6.442949	1100.4
45.504254	6.442687	1100.4
45.504252	6.442566	1100.4
45.504224	6.442444	1100.4
45.504167	6.442359	1100.4
45.504017	6.442274	1100.4
45.503948	6.442272	1100.4
45.503864	6.442285	1100.4
45.503784	6.442295	1100.4
45.50363	6.442259	1100.4
45.503546	6.442203	1100.4
45.503483	6.442138	1100.4
45.503404	6.442068	1100.4
45.503252	6.441935	1100.4
45.503176	6.441868	1100.4
45.503097	6.441806	1100.4
45.503026	6.441739	1100.4
45.502954	6.441672	1100.4
45.502803	6.441498	1100.4
45.502721	6.441408	1100.4
45.50266	6.441312	1100.4
45.502549	6.4411	1100.4
45.50248	6.441017	1100.4
45.502405	6.440937	1100.4
45.502322	6.440865	1100.4
45.502242	6.440803	1100.4
45.502106	6.440708	1100.4
45.50197	6.440613	1100.4
45.501889	6.440526	1100.4
45.501808	6.44044	1100.4
45.501686	6.4403	1100.4
45.501564	6.440161	1100.4
45.501482	6.440067	1100.4
45.501322	6.439883	1100.4
45.501232	6.439797	1100.4
45.501134	6.439716	1100.4
45.501055	6.439631	1100.4
45.500982	6.439538	1100.4
45.500832	6.43935	1100.4
45.500733	6.439264	1100.4
45.500652	6.439165	1100.4
45.500542	6.439014	1100.4
45.500431	6.438864	1099.4
45.500335	6.438806	1099.4
45.500233	6.43875	1099.4
45.500071	6.438615	1099.4
45.499992	6.438509	1099.4
45.499847	6.438476	1099.4
45.499748	6.43839	1099.4
45.499568	6.438216	1098.2
45.499476	6.43813	1098.2
45.499386	6.438022	1098.2
45.499298	6.437906	1098.2
45.499175	6.437736	1098.2
45.499052	6.437567	1098.2
45.498971	6.437453	1097.2
45.498892	6.437349	1097.2
45.498816	6.437227	1097.2
45.49869	6.437051	1097.2
45.498564	6.436875	1097.2
45.498483	6.436774	1097.2
45.498369	6.436604	1097.2
45.498254	6.436434	1096.2
45.49816	6.436332	1096.2
45.498083	6.436234	1096.2
45.497968	6.436077	1096.2
45.497853	6.435921	1096.2
45.497775	6.435817	1096.2
45.497698	6.435712	1096.2
45.497568	6.4355	1096.2
45.497511	6.435389	1096.2
45.497451	6.43528	1096.2
45.497373	6.435191	1096.2
45.497211	6.435056	1096.2
45.497123	6.435001	1096.2
45.497034	6.434947	1096.2
45.496962	6.434883	1096.2
45.4968	6.434734	1096.2
45.496717	6.434656	1096.2
45.496634	6.434596	1096.2
45.49655	6.434551	1097.2
45.496368	6.434514	1097.2
45.496278	6.434502	1097.2
45.496198	6.434466	1097.2
45.496116	6.434391	1097.2
45.496016	6.434209	1097.2
45.495972	6.434116	1098.4
45.495938	6.434006	1098.4
45.495908	6.433888	1098.4
45.495879	6.433775	1098.4
45.495829	6.433548	1098.4
45.495819	6.433435	1099.6
45.495816	6.433324	1099.6
45.49583	6.43311	1099.6
45.495842	6.432997	1099.6
45.495833	6.432888	1100.6
45.495826	6.432774	1100.6
45.495814	6.432662	1100.6
45.495758	6.432455	1100.6
45.495707	6.432366	1100.6
45.495659	6.432297	1101.6
45.495579	6.432257	1101.6
45.495423	6.432222	1101.6
45.495353	6.432232	1101.6
45.495285	6.432255	1101.6
45.495148	6.432281	1102.8
45.495092	6.432258	1102.8
45.495046	6.432223	1102.8
45.494991	6.43218	1102.8
45.494882	6.432111	1104
45.494822	6.432086	1104
45.494769	6.432064	1104
45.494724	6.432036	1104
45.494683	6.432017	1105.4
45.494578	6.432016	1105.4
45.494529	6.432017	1105.4
45.494485	6.432016	1106.8
45.494405	6.431986	1106.8
45.494347	6.43197	1106.8
45.494286	6.431956	1108.2
45.494236	6.431939	1108.2
45.494189	6.43192	1108.2
45.494094	6.431917	1109.6
45.494042	6.431916	1109.6
45.493995	6.431908	1110.6
45.49391	6.431866	1110.6
45.493869	6.431838	1111.6
45.493831	6.431808	1111.6
45.493789	6.431787	1111.6
45.493746	6.431761	1113
45.493659	6.431711	1113
45.493616	6.431683	1113
45.493575	6.431646	1114.4
45.493531	6.43161	1114.4
45.49345	6.431539	1114.4
45.493411	6.431506	1115.8
45.493374	6.431471	1115.8
45.493292	6.431399	1115.8
45.493252	6.431362	1116.8
45.493211	6.431329	1116.8
45.493166	6.431301	1116.8
45.49308	6.431249	1118.4
45.493035	6.431227	1118.4
45.492996	6.431201	1119.4
45.492952	6.431177	1119.4
45.492853	6.43112	1119.4
45.492808	6.431092	1120.8
45.492765	6.431064	1120.8
45.492723	6.431032	1120.8
45.492686	6.430988	1122.4
45.492615	6.430902	1122.4
45.492582	6.430857	1123.4
45.492549	6.430818	1123.4
45.492478	6.430752	1124.4
45.492431	6.430744	1124.4
45.492393	6.43074	1125.4
45.492353	6.430752	1125.4
45.492274	6.430802	1125.4
45.49224	6.430822	1126.8
45.492201	6.430849	1126.8
45.492161	6.430872	1126.8
45.492073	6.430905	1128.2
45.492025	6.430918	1128.2
45.491978	6.430925	1128.2
45.491931	6.430927	1129.6
45.491837	6.430888	1129.6
45.491791	6.430851	1129.6
45.491743	6.43081	1130.8
45.491697	6.430776	1130.8
45.491608	6.43074	1130.8
45.491559	6.430733	1132.2
45.491511	6.430722	1132.2
45.491473	6.430683	1132.2
45.49143	6.430562	1133.6
45.491444	6.430511	1133.6
45.491455	6.430483	1133.6
45.491478	6.430457	1135
45.49158	6.430493	1135
45.491631	6.430512	1135
45.491676	6.430533	1136.2
45.491714	6.430567	1136.2
45.491788	6.430668	1136.2
45.491829	6.430721	1137.4
45.491871	6.430756	1137.4
45.491927	6.430768	1137.4
45.492025	6.430724	1138.4
45.492077	6.430691	1138.4
45.492128	6.430656	1138.4
45.492179	6.430618	1139.4
45.492225	6.430579	1139.4
45.492316	6.430512	1139.4
45.492361	6.4305	1140.4
45.492409	6.430508	1140.4
45.492504	6.430562	1140.4
45.492549	6.430595	1141.8
45.492601	6.430627	1141.8
45.492649	6.430666	1141.8
45.492755	6.430723	1143
45.492807	6.430753	1143
45.492857	6.430777	1143
45.492909	6.430795	1144.2
45.493009	6.430824	1144.2
45.493059	6.430839	1144.2
45.493105	6.430855	1145.2
45.493152	6.430873	1145.2
